FID_;id_no;binomial;presence;origin;seasonal;compiler;year;citation;source;dist_comm;island;subspecies;subpop;legend;tax_comm;kingdom;phylum;class;order_;family;genus;code;marine;terrestial;freshwater;Shape_Leng;Shape_Area;AREA_GEO;Area;CentroY
;41583.000000000000000;Mico mauesi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;LC;f;t;f;10.175166554000000;2.413496295170000;29585703167.200001000000000;24297.240413100000000;-5.165179277940000
;41519.000000000000000;Callithrix penicillata;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;LC;f;t;f;58.395526711899997;110.877313204000000;1309803291920.000000000000000;1104268.999050000000000;-16.172823776300000
;41522.000000000000000;Saguinus geoffroyi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;30.269646459099999;6.160902514950000;75237642617.899994000000000;61953.409365799998000;7.123626091800000
;41535.000000000000000;Cebuella pygmaea;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;niveiventris; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Cebuella;LC;f;t;f;50.774412824300001;94.754168669999999;1677134729650.000000000000000;1379201.225240000100000;-5.497938774560000
;136804.000000000000000;Mico rondoni;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2010.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;VU;f;t;f;11.819223610600000;5.812648606020000;70575441622.800003000000000;58353.892772599997000;-9.568753095390001
;11506.000000000000000;Leontopithecus rosalia;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Leontopithecus;EN;f;t;f;3.114442121180000;0.350618495061000;3990748758.510000200000000;3455.373160220000000;-22.652906368299998
;40643.000000000000000;Leontopithecus chrysomelas;1.000000000000000;1.000000000000000;1.000000000000000;Biodiversitas Brazil;2008.000000000000000;Biodiversitas Brazil; ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Leontopithecus;EN;f;t;f;5.652090701790000;1.697817010090000;20190052213.700001000000000;16942.592956400000000;-15.150008209899999
;41584.000000000000000;Mico humilis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;VU;f;t;f;3.143781486710000;0.520504924806000;6375182059.489999800000000;5238.454530469999600;-5.779142887270000
;42692.000000000000000;Mico saterei;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;LC;f;t;f;7.102070877850000;1.572230579930000;19280581661.400002000000000;15829.630840200000000;-4.986639777570000
;135429.000000000000000;Saguinus melanoleucus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;melanoleucus; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;10.780274784800000;4.895946070210000;59667482524.400002000000000;49203.671792399997000;-8.137429631290001
;19819.000000000000000;Saguinus leucopus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;EN;f;t;f;11.409049649800000;4.654669550200000;56861685626.300003000000000;46809.730322600000000;7.073842378140000
;39945.000000000000000;Saguinus nigricollis;2.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;unknown; ;Probably Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;1.302226420040000;0.134927254975000;213423575347.000000000000000;174888.247165999990000;-0.867089485748000
;42691.000000000000000;Mico emiliae;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;DD;f;t;f;21.629199242599999;12.545057949800000;151986497718.000000000000000;125861.455522000000000;-10.115703385600000
;41580.000000000000000;Mico acariensis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;DD;f;t;f;7.169484001940000;1.835163224890000;22441827800.900002000000000;18460.811835600001000;-6.602383336860000
;3571.000000000000000;Callithrix flaviceps;1.000000000000000;1.000000000000000;1.000000000000000;Biodiversitas Brazil;2008.000000000000000;Biodiversitas Brazil; ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;EN;f;t;f;7.427697123200000;2.133322775130000;24732695076.500000000000000;21130.507197600000000;-19.873794266499999
;11505.000000000000000;Leontopithecus chrysopygus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Leontopithecus;EN;f;t;f;14.543652672100000;5.614713319100000;63674981415.000000000000000;55281.376016900002000;-23.147719874500002
;41525.000000000000000;Saguinus midas;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;44.388790986700002;70.209577239300003;863248986943.000000000000000;707563.014213999970000;1.723774388070000
;39910.000000000000000;Mico chrysoleucos;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;DD;f;t;f;12.701362456700000;2.972734240520000;36452811415.699997000000000;29930.223952200002000;-4.922212048170000
;39912.000000000000000;Mico leucippe;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;VU;f;t;f;4.411352063520000;1.209661704860000;14838735984.000000000000000;12180.281822000001000;-4.801244866090000
;39947.000000000000000;Saguinus fuscicollis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;avilapiresi; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;14.431155101100000;8.627802595590000;1724685317840.000000000000000;1420794.833360000000000;-6.648791890090000
;41523.000000000000000;Saguinus inustus;2.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Probably Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;16.123027005299999;8.281115579820000;380406263243.000000000000000;311657.162413000010000;0.340828742900000
;41518.000000000000000;Callithrix jacchus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;LC;f;t;f;59.054805074199997;77.274202374599994;943367979136.000000000000000;776986.497692000000000;-7.094384558040000
;11503.000000000000000;Leontopithecus caissara;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Leontopithecus;CR;f;t;f;1.885479582490000;0.030036400043400;334960665.921999990000000;294.422805491000020;-25.342636762500000
;3572.000000000000000;Callithrix geoffroyi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;LC;f;t;f;15.892581663100000;10.648200655400000;124967490395.000000000000000;105849.374110000000000;-17.752559306900000
;19823.000000000000000;Saguinus oedipus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2014.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;CR;f;t;f;12.695261383700000;4.282078840580000;52110867895.099998000000000;43016.003715400002000;8.714917909100000
;39911.000000000000000;Mico intermedius;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;LC;f;t;f;11.829049394400000;5.162556800520000;62623988314.800003000000000;51813.445816200001000;-9.826090699810001
;41526.000000000000000;Saguinus mystax;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;mystax; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;23.057002898699999;9.567719240130000;589292763786.000000000000000;484241.452500000010000;-5.612632050770000
;40644.000000000000000;Saguinus bicolor;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;EN;f;t;f;4.319639946370000;0.823906835263000;10128843908.799999000000000;8302.883434969999100;-2.900170110930000
;3570.000000000000000;Callithrix aurita;1.000000000000000;1.000000000000000;1.000000000000000;Biodiversitas Brazil;2008.000000000000000;Biodiversitas Brazil; ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;VU;f;t;f;29.580525581000000;13.967138974599999;159626439843.000000000000000;137798.760539000010000;-22.044279397600000
;39948.000000000000000;Saguinus imperator;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;subgrisescens; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;24.294103645600000;13.343226664500000;234317704963.000000000000000;193901.726075999990000;-9.883572179250001
;41521.000000000000000;Mico humeralifer;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;DD;f;t;f;11.603410914500000;5.178424880350000;63580318643.800003000000000;52160.058913000001000;-4.042670633000000
;41524.000000000000000;Saguinus labiatus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;labiatus; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;LC;f;t;f;24.514092676600001;13.266115040000001;286447652203.000000000000000;235901.707246000010000;-6.856614119600000
;3564.000000000000000;Callimico goeldii;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callimico;VU;f;t;f;67.991400064199993;49.329268234099999;602349052436.000000000000000;496079.216299000020000;-6.310985412030000
;3575.000000000000000;Callithrix kuhlii;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Callithrix;NT;f;t;f;8.445067377379999;3.843606815280000;45701241281.699997000000000;38353.998577099999000;-15.173502319900001
;19824.000000000000000;Saguinus tripartitus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;NT;f;t;f;8.088146191360000;2.088445080060000;25699948523.900002000000000;21053.723608699998000;-1.279774237370000
;39913.000000000000000;Mico nigriceps;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;DD;f;t;f;8.117909827060000;2.593920529940000;31646696173.900002000000000;26076.035277200001000;-7.691603127680000
;41520.000000000000000;Mico argentatus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Mico;LC;f;t;f;17.496737836800001;11.161632125500001;137205763180.000000000000000;112476.377445000010000;-2.883294317650000
;42694.000000000000000;Saguinus niger;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CALLITRICHIDAE;Saguinus;VU;f;t;f;64.647668915300002;47.881266664400002;587646632279.000000000000000;482262.067121999980000;-4.046296446000000
;39951.000000000000000;Cebus albifrons;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;albifrons; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Cebus;LC;f;t;f;104.674686193000000;227.870044936000000;3694709982240.000000000000000;3039229.971299999900000;-3.663220438560000
