"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","sex","projectId","elevation","elevationAccuracy","organismQuantity","organismQuantityType","habitat","http...rs.tdwg.org.dwc.terms.organismQuantity","county","verbatimCoordinateSystem","type","vernacularName","http...rs.tdwg.org.dwc.terms.organismQuantityType","samplingProtocol","verbatimElevation","institutionID","municipality","preparations","recordNumber","locality","disposition","previousIdentifications","collectionID","occurrenceRemarks","individualCount","continent","higherClassification","georeferencedBy","language","locationRemarks","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","eventRemarks","parentEventID","identificationRemarks","samplingEffort","collectionKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","institutionKey","fieldNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","nomenclaturalCode","endDayOfYear","georeferenceVerificationStatus","otherCatalogNumbers","identificationQualifier","georeferenceSources","associatedSequences","download"
"Aotus vociferans","197010189","Aotus vociferans (Spix, 1823)",-4.283,-78.633,"gass84,colmafu,inmano","4d749d70-e2e1-11dd-8102-b8a03c50a862","335880a0-e2e1-11dd-8102-b8a03c50a862","605ef338-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-03-03T20:23:59.022+00:00","2021-03-09T14:08:13.074+00:00",68,"335880a0-e2e1-11dd-8102-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,NA,1993,7,27,"1993-07-27T00:00:00",NA,"2021-03-09T14:08:13.074+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador",NA,"197010189",NA,NA,NA,NA,"10","197010189",NA,NA,"Luis Albuja V.","57943",NA,"Conservation International",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miazi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b51b6b94-a588-4cf0-8660-5b7d4f8fbc02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","665754475","Aotus vociferans (Spix, 1823)",-0.566667,-75.48333,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.409+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Napo",1983,10,29,"1983-10-29T00:00:00",NA,"2021-03-30T10:22:13.409+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","EC","none","none","Ecuador","The Field Museum of Natural History","7873f58c-9e9b-46aa-8693-ff83ef521fce",NA,NA,NA,NA,"Mammals","665754475","7873f58c-9e9b-46aa-8693-ff83ef521fce",NA,"R. M. Timm","125020",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull,skel","RMT-2802","Laguna Zancudo Cocha",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","e71f36f1-e271-4720-a604-3c5a1418e7aa","148179","South America, Ecuador, Napo, Neotropics: Laguna Zancudo Cocha","not recorded","2623788","FMNH","29","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","665727971","Aotus vociferans (Spix, 1823)",-3.833333,-73.26667,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.313+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Loreto",1980,10,23,"1980-10-23T00:00:00",NA,"2021-03-30T10:22:15.313+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","c9c777bb-39e6-4850-b5ba-86d94b0b78fa",NA,NA,NA,NA,"Mammals","665727971","c9c777bb-39e6-4850-b5ba-86d94b0b78fa",NA,"P. Hershkovitz","122759",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,110,NA,NA,NA,NA,NA,"Maynas",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-9018","Quistococha",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","e71f36f1-e271-4720-a604-3c5a1418e7aa","155584","South America, Peru, Loreto, Maynas, Neotropics: Quistococha","not recorded","2621527","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","665727973","Aotus vociferans (Spix, 1823)",-3.833333,-73.26667,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.441+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Loreto",1980,10,23,"1980-10-23T00:00:00",NA,"2021-03-30T10:22:11.441+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","0db333bb-e5e8-437b-a358-68b4a11330ed",NA,NA,NA,NA,"Mammals","665727973","0db333bb-e5e8-437b-a358-68b4a11330ed",NA,"P. Hershkovitz","122760",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,110,NA,NA,NA,NA,NA,"Maynas",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-9019","Quistococha",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","e71f36f1-e271-4720-a604-3c5a1418e7aa","148380","South America, Peru, Loreto, Maynas, Neotropics: Quistococha","not recorded","2621528","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","665727977","Aotus vociferans (Spix, 1823)",-3.833333,-73.26667,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.187+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Loreto",1980,10,23,"1980-10-23T00:00:00",NA,"2021-03-30T10:22:13.187+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","638b6778-2368-48ba-9aab-646ac17fd554",NA,NA,NA,NA,"Mammals","665727977","638b6778-2368-48ba-9aab-646ac17fd554",NA,"P. Hershkovitz","122761",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,110,NA,NA,NA,NA,NA,"Maynas",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-9020","Quistococha",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","decimal degrees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","e71f36f1-e271-4720-a604-3c5a1418e7aa","149988","South America, Peru, Loreto, Maynas, Neotropics: Quistococha","not recorded","2621529","FMNH","23","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","665755807","Aotus vociferans (Spix, 1823)",-2.19833,-74.294998,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.364+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC",NA,NA,"Loreto",1980,11,1,"1980-11-01T00:00:00",NA,"2021-03-30T10:22:13.364+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","70e9ad85-e069-41f6-8400-6b10fd13c273",NA,NA,NA,NA,"Mammals","665755807","70e9ad85-e069-41f6-8400-6b10fd13c273",NA,"P. Hershkovitz","122762",NA,"FMNH",NA,NA,NA,NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"FEMALE",NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,"PhysicalObject",NA,NA,NA,NA,"FMNH",NA,"skin,skull","PH-9026","Rio Nanay",NA,NA,"Mammals",NA,NA,"SOUTH_AMERICA","Animalia Chordata Mammalia Primates Aotidae",NA,"en","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","e71f36f1-e271-4720-a604-3c5a1418e7aa","150694","South America, Peru, Loreto, Maynas, Neotropics: Rio Nanay","MaNIS georeferencing guidelines","2621530","FMNH","1","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus vociferans","1145729602","Aotus vociferans (Spix, 1823)",-4.022,-77.751,"gass84,gdativ,osiic,incomis,inmafu","0daed095-478a-4af6-abf5-18acb790fbb2","8edbbde0-055e-11d8-b850-b8a03c50a862","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-26T18:00:18.086+00:00","2021-08-26T18:05:15.104+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","1999-01-27T00:00:00",429,"Amazonas",1979,8,16,"1979-08-16T00:00:00","2021-03-06T07:00:00.006+00:00","2021-08-26T18:05:15.104+00:00","http://arctos.database.museum/guid/MVZ:Mamm:157790","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"http://arctos.database.museum/guid/MVZ:Mamm:157790?seid=849467",NA,"16 Aug 1979",NA,"La Poza, Rio Santiago","Mammal specimens","1145729602","http://arctos.database.museum/guid/MVZ:Mamm:157790?seid=849467",NA,"Collector(s): James L. Patton","MVZ:Mamm:157790",NA,"MVZ",NA,"1979-08-16","Museum of Vertebrate Zoology, University of California, Berkeley",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,180,0,NA,NA,NA,NA,NA,"deg. min. sec.","PhysicalObject",NA,NA,NA,NA,"MVZ",NA,"skull; skin, study","8454","La Poza, Rio Santiago",NA,"[{\"scientific_name\":\"Aotus vociferans\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"1999-01-27\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"Museum of Vertebrate Zoology, University of California, Berkeley\",\"concept_label\":null}]","28",NA,1,"SOUTH_AMERICA","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotinae, Aotus,","Kristina H. Yamamoto","en","Corrected by J.L.Patton, Sep 29, 2013, with Google Earth v. 6",NA,NA,NA,NA,NA,"Former verification status: checked by curator.",NA,"Former nature_of_id: legacy.",NA,NA,NA,"59175240-4500-42b9-9e98-42ae299a5e9b",NA,"South America, Peru, Amazonas","GeoLocate","http://arctos.database.museum/guid/MVZ:Mamm:157790",NA,NA,NA,"http://vertnet.org/resources/norms.html","sex=male","unknown","Kristina H. Yamamoto","2003-01-08 00:00:00","ICZN","228","accepted","collector number=8454","A","GeoLocate",NA,"succeded"
"Aotus vociferans","1145729613","Aotus vociferans (Spix, 1823)",-4.022,-77.751,"gass84,gdativ,osiic,incomis,inmafu","0daed095-478a-4af6-abf5-18acb790fbb2","8edbbde0-055e-11d8-b850-b8a03c50a862","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-26T18:00:18.086+00:00","2021-08-26T18:05:03.066+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","1999-01-27T00:00:00",429,"Amazonas",1979,8,16,"1979-08-16T00:00:00","2021-03-06T07:00:00.006+00:00","2021-08-26T18:05:03.066+00:00","http://arctos.database.museum/guid/MVZ:Mamm:157792","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"http://arctos.database.museum/guid/MVZ:Mamm:157792?seid=307618",NA,"16 Aug 1979",NA,"La Poza, Rio Santiago","Mammal specimens","1145729613","http://arctos.database.museum/guid/MVZ:Mamm:157792?seid=307618",NA,"Collector(s): James L. Patton","MVZ:Mamm:157792",NA,"MVZ",NA,"1979-08-16","Museum of Vertebrate Zoology, University of California, Berkeley",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,180,0,NA,NA,NA,NA,NA,"deg. min. sec.","PhysicalObject",NA,NA,NA,NA,"MVZ",NA,"skull","8456","La Poza, Rio Santiago",NA,"[{\"scientific_name\":\"Aotus vociferans\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"1999-01-27\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"Museum of Vertebrate Zoology, University of California, Berkeley\",\"concept_label\":null}]","28",NA,1,"SOUTH_AMERICA","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotinae, Aotus,","Kristina H. Yamamoto","en","Corrected by J.L.Patton, Sep 29, 2013, with Google Earth v. 6",NA,NA,NA,NA,NA,"Former verification status: checked by curator.",NA,"Former nature_of_id: legacy.",NA,NA,NA,"59175240-4500-42b9-9e98-42ae299a5e9b",NA,"South America, Peru, Amazonas","GeoLocate","http://arctos.database.museum/guid/MVZ:Mamm:157792",NA,NA,NA,"http://vertnet.org/resources/norms.html","sex=male","unknown","Kristina H. Yamamoto","2003-01-08 00:00:00","ICZN","228","accepted","collector number=8456","A","GeoLocate",NA,"succeded"
"Aotus vociferans","1145729646","Aotus vociferans (Spix, 1823)",-4.022,-77.751,"gass84,gdativ,osiic,incomis,inmafu","0daed095-478a-4af6-abf5-18acb790fbb2","8edbbde0-055e-11d8-b850-b8a03c50a862","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-26T18:00:18.086+00:00","2021-08-26T18:05:03.031+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","1999-01-27T00:00:00",429,"Amazonas",1979,8,9,"1979-08-09T00:00:00","2020-12-17T12:35:15.697+00:00","2021-08-26T18:05:03.031+00:00","http://arctos.database.museum/guid/MVZ:Mamm:157789","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"http://arctos.database.museum/guid/MVZ:Mamm:157789?seid=870961",NA,"9 Aug 1979",NA,"La Poza, Rio Santiago","Mammal specimens","1145729646","http://arctos.database.museum/guid/MVZ:Mamm:157789?seid=870961",NA,"Collector(s): James L. Patton","MVZ:Mamm:157789",NA,"MVZ",NA,"1979-08-09","Museum of Vertebrate Zoology, University of California, Berkeley",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,180,0,NA,NA,NA,NA,NA,"deg. min. sec.","PhysicalObject",NA,NA,NA,NA,"MVZ",NA,"skull; skin, study","8371","La Poza, Rio Santiago",NA,"[{\"scientific_name\":\"Aotus vociferans\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"1999-01-27\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"Museum of Vertebrate Zoology, University of California, Berkeley\",\"concept_label\":null}]","28",NA,1,"SOUTH_AMERICA","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotinae, Aotus,","Kristina H. Yamamoto","en","Corrected by J.L.Patton, Sep 29, 2013, with Google Earth v. 6",NA,NA,NA,NA,NA,"Former verification status: checked by curator.",NA,"Former nature_of_id: legacy.",NA,NA,NA,"59175240-4500-42b9-9e98-42ae299a5e9b",NA,"South America, Peru, Amazonas","GeoLocate","http://arctos.database.museum/guid/MVZ:Mamm:157789",NA,NA,NA,"http://vertnet.org/resources/norms.html","sex=male","unknown","Kristina H. Yamamoto","2003-01-08 00:00:00","ICZN","221","accepted","collector number=8371","A","GeoLocate",NA,"succeded"
"Aotus vociferans","1145729670","Aotus vociferans (Spix, 1823)",-4.022,-77.751,"gass84,gdativ,osiic,incomis,inmafu","0daed095-478a-4af6-abf5-18acb790fbb2","8edbbde0-055e-11d8-b850-b8a03c50a862","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-26T18:00:18.086+00:00","2021-08-26T18:04:57.120+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","1999-01-27T00:00:00",429,"Amazonas",1979,8,16,"1979-08-16T00:00:00","2021-03-06T07:00:00.006+00:00","2021-08-26T18:04:57.120+00:00","http://arctos.database.museum/guid/MVZ:Mamm:157791","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"http://arctos.database.museum/guid/MVZ:Mamm:157791?seid=72608",NA,"16 Aug 1979",NA,"La Poza, Rio Santiago","Mammal specimens","1145729670","http://arctos.database.museum/guid/MVZ:Mamm:157791?seid=72608",NA,"Collector(s): James L. Patton","MVZ:Mamm:157791",NA,"MVZ",NA,"1979-08-16","Museum of Vertebrate Zoology, University of California, Berkeley",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,180,0,NA,NA,NA,NA,NA,"deg. min. sec.","PhysicalObject",NA,NA,NA,NA,"MVZ",NA,"skull; skeleton","8455","La Poza, Rio Santiago",NA,"[{\"scientific_name\":\"Aotus vociferans\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"1999-01-27\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"Museum of Vertebrate Zoology, University of California, Berkeley\",\"concept_label\":null}]","28",NA,1,"SOUTH_AMERICA","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotinae, Aotus,","Kristina H. Yamamoto","en","Corrected by J.L.Patton, Sep 29, 2013, with Google Earth v. 6",NA,NA,NA,NA,NA,"Former verification status: checked by curator.",NA,"Former nature_of_id: legacy.",NA,NA,NA,"59175240-4500-42b9-9e98-42ae299a5e9b",NA,"South America, Peru, Amazonas","GeoLocate","http://arctos.database.museum/guid/MVZ:Mamm:157791",NA,NA,NA,"http://vertnet.org/resources/norms.html","sex=male","unknown","Kristina H. Yamamoto","2003-01-08 00:00:00","ICZN","228","accepted","collector number=8455","A","GeoLocate",NA,"succeded"
"Aotus vociferans","1145726647","Aotus vociferans (Spix, 1823)",-4.45167,-78.1733,"gass84,gdativ,osiic,incomis,inmafu","0daed095-478a-4af6-abf5-18acb790fbb2","8edbbde0-055e-11d8-b850-b8a03c50a862","a957a663-2f17-415f-b1c8-5cf6398df8ed","US","DWC_ARCHIVE","2021-08-26T18:00:18.086+00:00","2021-08-26T18:05:02.372+00:00",270,"2053a639-84c3-4be5-b8bc-96b6d88a976c","PRESERVED_SPECIMEN","PRESENT",5219597,1,44,359,798,3239574,2436667,5219597,5219597,"Aotus vociferans (Spix, 1823)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus vociferans","Aotus","vociferans","SPECIES","ACCEPTED","LC","1999-01-27T00:00:00",1225,"Amazonas",1978,7,22,"1978-07-22T00:00:00","2021-06-19T09:30:00.006+00:00","2021-08-26T18:05:02.372+00:00","http://arctos.database.museum/guid/MVZ:Mamm:155162","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru",NA,"http://arctos.database.museum/guid/MVZ:Mamm:155162?seid=992852",NA,"22 Jul 1978",NA,"Headwaters of Rio Kagka [Of Rio Cenepa]","Mammal specimens","1145726647","http://arctos.database.museum/guid/MVZ:Mamm:155162?seid=992852",NA,"Collector(s): James L. Patton","MVZ:Mamm:155162",NA,"MVZ",NA,"1978-07-22","Museum of Vertebrate Zoology, University of California, Berkeley",NA,"Aotus vociferans (Spix, 1823)",NA,NA,NA,NA,NA,"MALE",NA,792,0,NA,NA,NA,NA,NA,"deg. min. sec.","PhysicalObject",NA,NA,NA,NA,"MVZ",NA,"skull","7503","headwaters of Rio Kagka [of Rio Cenepa]",NA,"[{\"scientific_name\":\"Aotus vociferans\",\"nature_of_id\":\"unknown\",\"accepted_id_fg\":1,\"made_date\":\"1999-01-27\",\"short_citation\":null,\"publication_id\":null,\"identification_remarks\":\"Former nature_of_id: legacy.\",\"idby\":\"Museum of Vertebrate Zoology, University of California, Berkeley\",\"concept_label\":null}]","28",NA,1,"SOUTH_AMERICA","Animalia, Chordata, Mammalia, Primates, Anthropoidea, Cebidae, Aotinae, Aotus,","Museum of Vertebrate Zoology, University of California, Berkeley","en","Checked by J.L. Patton.",NA,NA,NA,NA,NA,"Former verification status: checked by curator.",NA,"Former nature_of_id: legacy.",NA,NA,NA,"59175240-4500-42b9-9e98-42ae299a5e9b",NA,"South America, Peru, Amazonas","GeoLocate","http://arctos.database.museum/guid/MVZ:Mamm:155162",NA,NA,NA,"http://vertnet.org/resources/norms.html","sex=male","unknown","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27 00:00:00","ICZN","203","accepted","collector number=7503","A","GeoLocate",NA,"succeded"
